m_parcela;m_plantio;matgen;espacamento;medicao;idade;dapmin;dapmed;dapmax;s2dap;dg;g;htmin;htmed;htmax;s2ht;ddom;hdom;vtcc
292;87;1;5,00 X 3,00;2;3,285420945;10,50422624;13,04127393;14,64225476;1,117012647;13,08244883;7,808296071;15,11289459;15,72593861;16,8;0,321243252;14,38760686;16,58;59,16755854
293;87;1;5,00 X 3,00;2;3,285420945;8,594366927;12,89037146;15,27887454;2,810843039;12,99493802;7,509345199;13,8;15,1584867;15,40678216;0,125748858;14,99876184;14,94;54,48846064
294;87;1;5,00 X 3,00;2;3,285420945;11,71380381;14,09582279;16,96591693;3,321477268;14,19366471;1,952608885;14,3;14,6;15,2;0,12;14,57222659;14,62;13,48320316
295;87;1;5,00 X 3,00;2;3,285420945;8,594366927;13,42544288;14,70591674;1,800326109;13,48929241;6,902892708;15;15,52135618;16,8;0,128047792;14,65498716;15,7;50,90347533
299;89;1;5,00 X 3,00;2;3,285420945;4,774648293;13,62896829;15,59718442;5,368491269;13,81804322;9,867259147;10,55908619;16,62555336;18;2,0337836;15,43802948;17,64;80,40705964
300;89;1;5,00 X 3,00;2;3,285420945;10,59971921;14,08276393;17,18873385;2,527774919;14,16879644;9,206116282;15,5059126;16,87955482;18;0,428837568;16,32133941;17,725;74,90438946
301;89;1;5,00 X 3,00;2;3,285420945;12,41408556;14,08584908;15,75633937;0,99506859;14,11971707;8,420560814;14,8;16,29487355;16,82906559;0,237832208;15,42529708;15,76;65,40840403
302;89;1;5,00 X 3,00;2;3,285420945;11,49098689;13,31065841;14,64225476;0,887509515;13,34284651;8,777505011;15,88935501;16,59504387;17,7;0,181444029;14,41307165;16,96;71,62625759
303;90;1;5,00 X 3,00;2;3,285420945;12,25493062;13,83132244;15,75633937;1,510052322;13,8832138;7,184158818;15,4;15,74785573;16,20416689;0,061956846;15,57331118;15,925;54,16869753
304;90;1;5,00 X 3,00;2;3,285420945;11,14084602;14,79686242;16,39295914;1,405961693;14,84203991;7,912838812;15,00685052;16,51586167;17,3;0,252152478;15,96005769;16,88;61,75319484
305;90;1;5,00 X 3,00;2;3,285420945;9,390141642;14,02579462;15,97915629;1,546823926;14,07899776;10,12993338;15,42008979;16,68965148;18;0,627835553;15,3934661;17,62;80,89341319
306;91;1;5,00 X 3,00;2;3,288158795;11,14084602;13,60151983;14,96056465;0,621691565;13,62336241;7,153815175;14,1;15,14437069;15,7;0,13210592;14,50219841;15,5;50,93997921
307;91;1;5,00 X 3,00;2;3,288158795;12,09577567;13,90846671;15,59718442;0,98635876;13,94201891;6,044146995;14,83280002;15,22767864;15,6;0,04914863;15,07515621;15,34808436;43,39671792
308;91;1;5,00 X 3,00;2;3,288158795;7,8304232;13,17537671;14,96056465;2,002275457;13,24799602;7,517950743;13,20422179;15,03353664;16;0,23878337;14,5467618;15,375;53,64676772
309;91;1;5,00 X 3,00;2;3,288158795;11,93662073;14,26483019;16,01098728;0,93664197;14,2960631;7,303054053;14,79063328;15,39756729;15,9;0,105475389;15,18338157;15,45930489;52,91313008
318;94;1;5,00 X 3,00;2;3,249828884;10,24957834;12,93247595;14,96056465;1,171862583;12,97609126;8,104459246;14,60770685;15,36606173;16,1;0,147825942;14,24118431;15,58;59,62018309
319;94;1;5,00 X 3,00;2;3,249828884;6,525352667;12,33328382;15,46986047;3,677734501;12,47582354;6,841339873;12,77744473;15,14558936;15,9;0,353896481;14,40033925;15,72;50,26629307
320;94;1;5,00 X 3,00;2;3,249828884;8,116902098;14,28541263;16,2338042;5,677316255;14,47244016;6,421667498;15,12422997;15,67430269;16,1;0,06971406;15,91549431;15,84;47,48558024
321;94;1;5,00 X 3,00;2;3,249828884;9,549296586;12,1185121;14,32394488;1,862095187;12,19146256;5,453698171;14,35859306;15,11287182;16;0,206017378;13,92605752;15,85;40,19541365
326;96;1;5,00 X 3,00;2;3,238877481;7,161972439;12,48754169;14,00563499;2,264631334;12,57442752;7,265011504;10,60687529;14,83928198;15,7;1,114314565;13,78281807;15,3;52,32676451
327;96;1;5,00 X 3,00;2;3,238877481;4,456338407;12,45618461;14,64225476;3,807473586;12,60322129;8,334111005;6,422452571;14,95752532;16,5;3,244835808;14,18388853;16,26;61,19677313
328;96;1;5,00 X 3,00;2;3,238877481;10,66338119;12,07382327;13,59183214;0,630152877;12,09899301;7,243762893;13,91316778;14,87019832;16;0,355472614;13,20349408;15,7;52,94717342
329;97;1;5,00 X 3,00;2;3,238877481;8,75352187;13,67368325;16,01098728;2,995461618;13,77890034;9,047799518;12,63221938;14,69512242;16,2;0,595576934;15,70540978;15,12;63,25013549
330;97;1;5,00 X 3,00;2;3,238877481;11,14084602;13,27352225;14,96056465;0,87661587;13,30532605;8,672987086;13,95669795;14,8449557;15,7;0,18946174;14,37964911;15,275;60,9037802
331;97;1;5,00 X 3,00;2;3,238877481;4,933803236;13,28370817;15,43802948;7,09473894;13,53764574;8,114682291;8,811098132;14,67596922;16,8;3,411499249;15,34253651;15,7;57,78971405
332;98;1;5,00 X 3,00;2;3,23613963;9,390141642;12,60279785;14,48309982;1,517635865;12,66072463;7,799814205;12,46469468;15,14436307;16,6;1,116038308;14,16478994;16,42;57,49303514
333;98;1;5,00 X 3,00;2;3,23613963;11,4591559;14,50335591;16,74310001;1,156561573;14,54136593;8,074469221;14,19571186;16,18959484;17,6;0,582822794;15,6544802;16,84;61,74286103
334;98;1;5,00 X 3,00;2;3,23613963;4,13802852;11,59653175;14,64225476;7,857351138;11,9131589;4,558263751;12,76253584;14,60208821;15,6;0,520793793;14,03746598;14,98;31,08067347
335;98;1;5,00 X 3,00;2;3,23613963;12,09577567;14,29362965;16,01098728;1,234140265;14,33468591;7,295780725;14,6435806;15,80246402;16,6;0,276992908;15,62901541;16,28;54,46228665
373;114;1;3,50 X 3,00;2;3,277207392;8,435211984;11,61433197;15,34253651;5,729405353;11,828184;2,39010013;11,45479523;12,95068503;13,8;0,798439002;13,56000115;13,5;14,77625149
374;114;1;3,50 X 3,00;2;3,277207392;8,116902098;11,43214779;14,32394488;1,997744789;11,51656243;6,433752935;10,77719191;13,16098246;15,4;1,040700683;13,63002933;14,56;40,76657372
380;117;2;4,50 X 2,00;2;3,991786448;8,658028904;12,2712343;15,31070553;3,032549205;12,39119751;10,93255627;7,719844214;14,71970142;20,2;11,33289649;15,08152241;19,4;83,13724717
167;46;3;4,50 X 2,00;2;4,865160849;8,912676813;14,22208571;20,21267777;7,482294026;14,47628954;14,49018272;11,12877282;17,40254456;22,2;8,471710204;18,7484523;21,1;128,3343911
343;101;4;4,50 X 2,00;2;4,134154689;6,843662553;10,22546395;13,20986028;3,152547222;10,37386758;6,210446511;13,28717557;14,39358779;15,5;2,448295978;11,17267701;14,39358779;40,90172282
381;118;5;4,50 X 2,00;2;4,065708419;6,68450761;10,97572276;15,31070553;5,402016531;11,21158747;7,397503568;7,002711125;12,92779562;16,9;8,519828894;14,42739559;15,725;49,19565015
382;118;5;4,50 X 2,00;2;4,065708419;5,729577951;9,699670566;14,70591674;5,455269785;9,967485447;5,315638638;5,382332966;10,81921497;13,1;5,150851372;13,51225467;12,85;28,69044092
383;118;5;4,50 X 2,00;2;4,065708419;6,843662553;11,42436389;17,0614099;6,174262714;11,68532265;10,95570154;7,264645752;13,50766631;19,8;10,19556647;15,54148019;17,725;77,05000126
384;119;5;4,50 X 2,00;2;4,065708419;4,456338407;10,36250256;14,80140971;6,780077637;10,67708324;8,633689774;9,34140835;14,82659547;17,9;3,971288003;14,23640966;17,4;66,92176958
393;126;5;4,50 X 2,00;2;4,142368241;7,384789359;11,98967238;16,87042397;4,564795654;12,17438292;11,8684362;15,19354032;17,21594294;19,9;1,132761988;15,29479003;18,55;105,6101494
246;69;6;4,50 X 2,00;2;4,142368241;5,474930042;12,49330936;15,59718442;4,356102672;12,66262528;13,11977786;9,600297571;15,93512233;20,2;6,069461707;15,05605762;19,725;105,3920141
349;104;6;4,50 X 2,00;2;4,065708419;7,894085177;11,41140942;13,36901522;2,56753212;11,51778713;4,431279753;12,69935625;13,49409589;14,4;0,279810626;13,20986028;13,96;28,26161811
194;53;7;4,50 X 2,00;2;4,249144422;7,002817496;13,98080682;17,82535363;5,153496882;14,16027494;17,3439257;8,519393278;18,91732364;22;7,174956298;16,80039579;21,5;169,9238027
195;53;7;4,50 X 2,00;2;4,249144422;9,549296586;13,46789446;16,07464925;2,351983351;13,55308534;15,00450747;13,03592622;18,09584128;20,5;2,785628586;15,70540978;20,24;138,848153
385;120;7;4,50 X 2,00;2;4,249144422;8,276057041;13,38678135;18,93943823;4,779817301;13,56003591;14,05989621;18,5;19,52139544;20,9;0,328064085;17,22852259;20,35571734;140,1198723
386;120;7;4,50 X 2,00;2;4,249144422;9,294648677;13,78417258;18,78028328;5,183105301;13,96696962;16,22063449;18,39851775;19,34470396;20,7;0,190277165;17,7696494;19,825;159,0177682
388;122;7;4,50 X 2,33;2;4,158795346;5,252113122;9,945508628;17,82535363;4,960120894;10,18541768;6,596112873;12,71990677;14,20446365;15,71901539;0,418835355;13,25442366;15,06380308;47,89033168
389;123;7;4,50 X 2,33;2;4,158795346;7,384789359;10,64457197;14,80140971;2,517021701;10,75949483;8,096272154;11,11448686;14,50219477;17;1,856169331;13,4135786;16,68;60,41216751
394;127;7;4,50 X 2,33;2;4,186173854;8,53070495;11,20618331;12,73239545;1,180361523;11,25734621;8,350353242;9,392046765;13,14483958;15,5;2,096207479;12,61143769;14,9;52,74546098
396;128;7;4,50 X 2,33;2;4,073921971;6,525352667;11,19864439;16,2338042;4,047526903;11,37324269;8,443021102;6,63104561;12,63227541;16,6;3,87275917;14,87143788;15,46;51,84236973
175;48;9;4,50 X 2,00;2;4,095824778;9,040000768;13,22814616;16,96591693;4,810542341;13,40492601;14,91925453;13,31441377;16,07093814;19,4;2,860064908;16,52028309;18,625;118,9251355
242;68;9;"4,50 X 2,00;4,50 X 2,33";2;4,210814511;5,092958179;11,66699353;15,75633937;5,268107926;11,88627569;13,53055796;9,845945427;15,38943583;18,6;3,913075993;15,22317031;18;106,8129646
243;68;9;"4,50 X 2,00;4,50 X 2,33";2;4,210814511;8,116902098;11,74336116;15,27887454;2,66669412;11,85368013;10,85012316;11,83737487;15,15495659;17;1,296588364;14,56267729;16,425;82,52917199
244;68;9;"4,50 X 2,00;4,50 X 2,33";2;4,210814511;7,321127382;12,62487744;16,71126902;4,50203588;12,79802801;13,51102697;10,78143868;16,02325539;18,2;2,468178485;15,75633937;17,8;108,8881299
258;74;9;4,50 X 2,00;2;4,20807666;4,265352475;10,71643283;14,00563499;5,932861908;10,98375861;10,30867445;7,680405295;14,90892082;17;2,901605006;13,80669131;16,525;78,32510608
259;74;9;4,50 X 2,00;2;4,20807666;3,501408748;11,572838;15,21521256;4,881661689;11,77692707;10,05699218;5,066664208;15,038968;16,9;4,032276126;14,35577587;16,52;77,06635123
274;80;9;4,50 X 2,33;2;4,150581793;5,729577951;12,36848982;14,06929697;2,458476369;12,46481334;7,038389118;10,2486119;14,9721056;17;2,046832366;13,82525939;16,48333333;50,35973465
275;80;9;4,50 X 2,33;2;4,150581793;4,774648293;10,34674662;12,89155039;3,447327162;10,50770068;5,489344925;2,035779078;11,23176651;14,2;9,078709581;12,21779446;13,71666667;31,17528914
277;81;9;4,50 X 2,33;2;4,109514031;4,61549335;9,819471806;13,56000115;4,986224268;10,06412617;7,069148728;10,2041184;13,33109657;16;1,971998883;12,77059263;15,32;47,73695954
279;81;9;4,50 X 2,33;2;4,109514031;7,321127382;10,24002904;12,73239545;1,955928586;10,33193717;5,171503218;11,20526026;13,12224175;14,5;0,593745976;11,96845172;13,7437353;33,8604138
182;50;10;4,50 X 2,00;2;3,96440794;5,729577951;13,93051386;17,28422682;4,654147629;14,09327077;16,69263407;10,87118807;17,25094902;21,1;4,721363353;16,5075507;20,24;143,6043479
183;50;10;4,50 X 2,00;2;3,96440794;7,448451337;13,98589978;16,774931;3,303148749;14,10115167;17,33109725;8,789774292;16,86071055;19,9;4,130011706;16,2210718;18,52;145,9950398
184;50;10;4,50 X 2,00;2;3,96440794;6,939155519;12,54459261;17,02957891;6,849901331;12,80936014;14,02414851;7,933433041;15,20664523;19,6;8,914433447;16,32929716;18,64;111,4490991
196;54;10;"4,50 X 2,00;4,50 X 2,33";2;3,969883641;7,989578143;13,65549412;18,20732549;5,820249042;13,86240389;14,81444734;7,820327375;15,55723155;20,6;9,74628406;17,20783245;20,2;115,8889418
197;54;10;"4,50 X 2,00;4,50 X 2,33";2;3,969883641;8,849014836;13,34646827;16,99774792;4,148691077;13,4977952;14,95638156;9,186005889;14,88583344;17,8;4,755794509;16,5139169;17,2;108,6000085
261;75;10;4,50 X 2,33;2;4,186173854;6,525352667;10,83845162;15,11971959;4,679344175;11,04515277;6,548912979;8,656692242;12,44221906;16;5,105758485;13,94993076;15,525;40,43397982
262;75;10;4,50 X 2,33;2;4,186173854;7,480282325;12,23401311;14,41943784;1,966700369;12,31184737;6,701863265;11,54919382;12,51614098;13,24861778;0,256756984;13,78281807;12,36666667;39,56028398
387;121;11;5,00 X 3,00;2;3,249828884;7,321127382;13,62805361;17,18873385;5,075230496;13,80666751;9,833660963;11,4864866;16,8192425;19,5;3,715659612;16,44070562;18,725;86,3894775
239;67;12;4,50 X 2,00;2;4,167008898;6,047887837;10,13986301;15,15155058;3,226234262;10,29438745;9,046549963;8,278678787;13,04722754;18;4,635167305;13,96584626;17,375;60,88304235
240;67;12;4,50 X 2,00;2;4,167008898;6,68450761;9,693597067;13,27352225;3,6258983;9,874773257;7,570188699;8,512447864;11,45296134;14;2,329826692;12,74512784;13,06;43,44554974
241;67;12;4,50 X 2,00;2;4,167008898;8,05324012;10,47374977;16,87042397;2,462939889;10,58819961;9,01140008;10,67735346;12,82928926;17,5;1,67616983;13,75098708;14,94;57,90420452
1;1;13;5,00 X 3,00;1;2,444900753;7,130141451;9,646738387;11,33183195;0,956700291;9,695191453;4,643669291;10,32793063;11,50623749;12,5;0,180051881;10,98964882;11,9375;25,79807003
2;1;13;5,00 X 3,00;1;2,444900753;7,575775291;9,914079715;11,7456348;0,65446082;9,946373621;5,214745891;10,59204514;11,64778495;12,6;0,131241096;11,09537318;12,15714286;29,03533739
3;1;13;5,00 X 3,00;1;2,444900753;9,45380362;10,85309388;12,89155039;0,738402319;10,88638053;4,17399611;11,47721037;11,96127392;12,8;0,10786502;12,02343252;12,37272727;23,59975923
4;1;13;5,00 X 3,00;1;2,444900753;7,002817496;10,91615669;12,8597194;0,967998748;10,959539;4,643921556;10,24763535;11,94828697;13;0,173043548;12,12760666;12,45;26,21324634
5;1;13;5,00 X 3,00;1;2,444900753;7,034648485;10,28465738;12,79605742;1,995911005;10,37927529;3,47519821;10,26792242;11,72169089;13;0,292678845;11,9711043;12,28333333;19,54348086
6;2;13;5,00 X 3,00;1;2,447638604;5,665915974;9,441791926;11,39549393;0,991631454;9,49317419;5,298529942;8,821798855;11,29935606;12,3;0,299482818;10,79979971;12;29,05639867
7;2;13;5,00 X 3,00;1;2,447638604;8,244226052;9,846385813;11,23633898;0,497609172;9,871096995;5,217822466;10,72690033;11,39161863;12;0,089673311;10,93167095;11,67142857;28,31415
8;2;13;5,00 X 3,00;1;2,447638604;6,843662553;10,05671999;11,77746579;0,696417448;10,09060847;4,376015537;9,823917674;11,49432169;12,2;0,131913205;11,03474272;11,7;23,82743307
9;2;13;5,00 X 3,00;1;2,447638604;8,594366927;10,17063748;11,77746579;0,409636996;10,19035382;5,578546224;10,91633339;11,71177502;12,9;0,172402435;11,20450799;12,15714286;31,02602475
10;2;13;5,00 X 3,00;1;2,447638604;8,116902098;9,98283465;11,20450799;0,397505335;10,00232687;5,661121833;10,65484318;11,61545838;12,6;0,137356946;10,96350194;12,15714286;31,25650611
17;5;13;5,00 X 3,00;1;2,198494182;7,575775291;9,738372658;11,55464887;0,832463529;9,780169543;4,542000139;8,484868932;10,67249407;12,01628859;0,527120997;11,02147981;10,9875;22,9559927
18;5;13;5,00 X 3,00;1;2,198494182;6,525352667;10,0195271;11,96845172;1,391816754;10,08717541;3,906962069;7,03969042;11,26754953;13,5;1,783074794;11,52635466;12,68724104;21,20428352
19;5;13;5,00 X 3,00;1;2,198494182;3,978873577;9,672073256;11,30000096;1,965499377;9,771356213;5,736889947;2,973407957;10,81851492;12,7;3,096322678;10,91348181;11,85714286;30,23593586
20;5;13;5,00 X 3,00;1;2,198494182;5,952394872;10,42634191;12,0321137;1,116815324;10,47862868;5,70068495;6,183844806;11,77645282;13,8;1,737668024;11,65014183;13,18571429;32,23480315
21;6;13;5,00 X 3,00;1;2,179329227;7,639437268;9,976468453;12,00028271;0,949858802;10,02301274;5,260114372;11;12,34009689;13,6;0,264766835;11,49496576;13,1;31,7717108
22;6;13;5,00 X 3,00;1;2,179329227;6,557183655;9,15964138;11,26816997;1,02808331;9,214629018;5,157180382;10,61923015;12,0766442;13,6;0,360965601;10,73500091;12,725;31,23524322
23;6;13;5,00 X 3,00;1;2,179329227;2,546479089;10,20784437;12,41408556;2,78475849;10,34035598;5,038625864;10,83732788;12,49552765;13,6;0,291576788;11,896832;13,175;30,52138763
24;6;13;5,00 X 3,00;1;2,179329227;4,61549335;10,02817613;11,65014183;1,253893656;10,08912017;4,796757036;11,4;12,20593199;12,51388076;0,062565727;11,28010659;12,2125;28,38945934
25;7;13;5,00 X 3,00;1;2,203969884;7,225634416;9,96240746;11,96845172;1,012243167;10,01198283;4,828660175;9,182699286;11,51438621;13;0,692868892;11,23236011;12,3625;26,61824903
26;7;13;5,00 X 3,00;1;2,203969884;5,98422586;9,792313941;11,87295875;1,274502435;9,855932482;5,289655651;8,5;11,24950828;12,5;0,465460822;11,25623335;11,8;28,28190402
27;7;13;5,00 X 3,00;1;2,203969884;6,748169587;9,713093548;11,39549393;1,240429531;9,775416795;4,803307854;8,676791532;11,23068798;12,8;0,910451995;11,10503615;12,225;25,91262672
28;7;13;5,00 X 3,00;1;2,203969884;4,424507418;9,288042245;10,82253613;1,498359428;9,366846707;4,86957785;5,530395613;10,90485477;12,4;1,067350686;10,58778259;11,6125;25,60216834
40;11;13;5,00 X 3,00;1;2,428473648;8,244226052;10,55064644;12,3185926;0,811645558;10,58824237;5,635307295;10,37531579;12,56819941;14,2;0,747553889;11,72574043;13,6625;34,30471122
41;11;13;5,00 X 3,00;1;2,428473648;9,485634608;10,67332837;12,06394469;0,357993881;10,68973686;5,743860516;10,4;12,5659317;14;0,450912505;11,65412071;13,4375;34,66089117
42;11;13;5,00 X 3,00;1;2,428473648;5,411268065;9,736218987;11,84112777;2,12239761;9,842316819;4,767834339;9,43725003;11,97366388;13,3;0,767192461;11,29204321;12,8375;27,83839276
43;11;13;5,00 X 3,00;1;2,428473648;8,339719018;10,51284714;11,93662073;0,727345524;10,54666523;5,591137555;10,47669865;12,3563518;13,27732693;0,42589429;11,58647986;12,92216587;33,1159401
53;15;13;5,00 X 3,00;1;2,242299795;5,092958179;9,675576901;11,77746579;1,481415919;9,750585561;6,073231671;10,08273753;11,73336408;13,1;0,332741486;11,13288827;12,3;34,49446647
54;15;13;5,00 X 3,00;1;2,242299795;6,302535746;9,358310654;10,9180291;0,912986915;9,406180926;5,744430291;9,417170234;11,38605704;12,6;0,251555185;10,60369808;11,5625;31,99861873
55;15;13;5,00 X 3,00;1;2,242299795;6,875493542;9,71656531;11,14084602;0,915126573;9,762623845;5,09016554;9,979044101;11,86468086;13;0,356139241;10,93792346;12,525;29,57840029
56;15;13;5,00 X 3,00;1;2,242299795;6,557183655;10,12098114;11,39549393;1,184298238;10,17815659;5,424214789;10,25788268;12,02141334;13,1;0,335730027;11,20848687;12,65669909;31,21932203
61;17;13;5,00 X 3,00;1;2,442162902;7,161972439;10,12680166;11,42732491;0,758553221;10,16329693;4,54304602;10,495666;12,08981824;13;0,272515008;11,01750094;12,65;26,22110019
62;17;13;5,00 X 3,00;1;2,442162902;7,321127382;9,373925856;10,82253613;0,733784482;9,412248692;4,916898859;10,10272464;11,63794809;13,1;0,437477064;10,42862765;12,375;28,28202731
63;17;13;5,00 X 3,00;1;2,442162902;7,225634416;9,98772341;10,94986008;0,469570746;10,0107607;5,562098144;10,01985441;12,11312315;13,5;0,411014058;10,77081077;12,825;32,80530761
64;17;13;5,00 X 3,00;1;2,442162902;7,60760628;9,734977352;11,23633898;0,626951596;9,766361054;4,195111032;10,34263075;11,44954712;12,03826169;0,200420239;10,72306429;11,2375;23,12379269
65;17;13;5,00 X 3,00;1;2,442162902;6,46169069;9,803252516;12,06394469;1,098208562;9,857895027;4,681174473;8,8;11,75874968;12,8;0,48658235;11,02943756;12,3292797;26,74991392
66;17;13;5,00 X 3,00;1;2,442162902;7,671268257;9,854751649;11,84112777;0,635711342;9,886334821;5,32233971;10,39423758;11,76865221;12,37497679;0,159987449;11,00954319;12,1093721;30,26121455
83;22;13;5,00 X 3,00;1;2,425735797;4,997465213;10,48871884;12,35042358;1,991061076;10,58079539;4,57224883;5,069866863;12,66474779;14,5;3,06959053;11,80133903;13,9875;29,15227644
84;22;13;5,00 X 3,00;1;2,425735797;7,798592212;9,842508961;11,84112777;0,8555615;9,885043806;5,320949757;9,515072857;11,88335071;13,6;0,900142925;11,09309953;12,8625;31,26633724
85;22;13;5,00 X 3,00;1;2,425735797;8,658028904;10,75200865;12,76422644;1,055414692;10,80001899;6,229423149;10,63734549;13,00487896;15,2;1,259128608;12,09975455;14,3;40,14333508
86;22;13;5,00 X 3,00;1;2,425735797;8,721690881;10,1449908;11,80929678;0,355130749;10,1621219;5,298994863;10,7;12,23408261;14,2;0,598799275;11,08116291;13,275;31,89068103
87;23;13;5,00 X 3,00;1;2,436687201;4,933803236;11,05932763;13,24169127;2,287581495;11,15977215;5,347159393;12,6;13,47856492;13,9;0,082695561;12,61700811;13,3375;34,74711753
88;23;13;5,00 X 3,00;1;2,436687201;7,225634416;10,6821053;12,47774754;0,595532541;10,7093991;6,125323084;13;13,54710356;13,8;0,040683005;11,68993057;13,49256043;40,58650578
89;23;13;5,00 X 3,00;1;2,436687201;8,403380995;10,77697413;12,12760666;0,455590901;10,79767702;6,226721759;13,4;13,86127992;15,1;0,203923842;11,62228972;14,4125;42,74199941
116;31;13;5,00 X 3,00;1;2,417522245;8,244226052;10,95702206;12,3185926;0,689840732;10,98767159;5,057081472;10,55139044;12,79067523;14,1;0,501684119;12,0161982;13,5625;30,80576518
117;31;13;5,00 X 3,00;1;2,417522245;7,734930234;10,36607975;11,71380381;0,57197297;10,3930815;5,65571202;10,04453014;12,32740814;14,8;0,604289156;11,36366294;13,02447884;33,8645908
118;31;13;5,00 X 3,00;1;2,417522245;7,257465405;9,424287612;11,04535305;0,65595539;9,458394469;5,152596719;9,531484751;11,62420987;13,1;0,607784007;10,46841638;12,65023453;29,7239817
119;31;13;5,00 X 3,00;1;2,417522245;5,665915974;10,80343754;12,5732405;1,580920388;10,87428222;4,334089373;7,508419057;12,61589372;14,3;1,238328889;12,11964892;13,46865513;26,34173269
120;31;13;5,00 X 3,00;1;2,417522245;6,557183655;9,151409228;11,33183195;1,101640416;9,210206212;4,441578377;8,704981611;11,11074473;11,88414842;0,345128144;10,53605723;11,3625;24,01663894
